km_driven,mileage,engine,max_power,seats,name_target_enc,fuel_Diesel,fuel_Petrol,seller_type_Individual,transmission_Manual
52000.0,19.33,1248.0,82.0,5.0,179357.07142857142,0,1,0,1
80000.0,19.33,1248.0,82.0,5.0,148571.42857142858,1,0,1,1
105000.0,13.22,2967.0,241.4,5.0,2700000.0,1,0,0,0
60000.0,15.0,1396.0,100.0,5.0,360000.0,0,1,1,0
13250.0,19.33,1248.0,82.0,5.0,591750.0,0,1,0,1
120000.0,23.95,998.0,67.05,5.0,295942.0,0,1,1,1
45900.0,18.6,1197.0,81.83,5.0,490000.0,0,1,1,1
70000.0,18.6,1199.0,79.4,5.0,167636.36363636365,0,1,1,1
70000.0,21.5,1248.0,88.8,5.0,370000.0,1,0,1,1
70000.0,18.6,1197.0,85.8,5.0,370857.1428571429,0,1,1,1
25000.0,19.33,1248.0,82.0,5.0,774750.0,1,0,1,1
195000.0,18.2,1248.0,73.8,7.0,326666.6666666667,1,0,1,1
2000.0,16.8,1984.0,150.0,5.0,2475000.0,1,0,0,0
30000.0,23.1,998.0,67.04,5.0,450499.5,0,1,1,0
100000.0,19.33,1248.0,82.0,5.0,264173.8695652174,0,1,1,1
23000.0,19.33,1248.0,82.0,5.0,575000.0,0,1,1,1
120000.0,23.59,1364.0,67.06,5.0,371849.8,1,0,1,1
22000.0,19.33,1248.0,82.0,5.0,3666000.0,1,0,0,0
30000.0,19.33,1248.0,82.0,5.0,494650.0,0,1,1,1
47000.0,19.33,1248.0,82.0,5.0,362500.0,0,1,0,1
70000.0,18.9,1197.0,82.0,5.0,480000.0,0,1,1,1
61000.0,19.33,1248.0,82.0,5.0,524049.95,1,0,0,1
69000.0,22.32,1582.0,126.32,5.0,486238.0,1,0,1,1
20000.0,22.37,2487.0,214.56,5.0,5150000.0,0,1,0,0
45000.0,23.95,998.0,67.1,5.0,356285.71428571426,0,1,1,1
30000.0,17.09,2993.0,261.4,4.0,5860000.0,1,0,1,0
74113.0,19.33,1248.0,82.0,5.0,555666.6111111111,0,1,0,1
11000.0,19.33,1248.0,82.0,5.0,0.7166666666666667,0,1,1,1
50000.0,19.33,1248.0,82.0,5.0,450000.0,1,0,1,1
17000.0,17.3,1497.0,121.0,8.0,988500.0,1,0,0,1
80000.0,20.54,1598.0,103.6,5.0,337935.48387096776,1,0,1,1
56580.0,19.33,1248.0,82.0,5.0,81538.46153846153,0,1,0,1
45000.0,19.1,1405.0,70.0,5.0,238333.3333333333,1,0,1,1
90000.0,18.3,1991.0,147.9,5.0,441764.6470588236,1,0,1,1
100000.0,19.33,1248.0,82.0,5.0,170000.0,1,0,1,1
40000.0,20.73,1373.0,91.1,5.0,635000.0,0,1,1,1
76000.0,19.33,1248.0,82.0,5.0,400000.0,1,0,1,1
70000.0,19.33,1248.0,82.0,5.0,390100.0,1,0,1,1
44800.0,19.33,1248.0,82.0,5.0,125428.5,0,1,1,1
80000.0,13.93,2179.0,138.03,7.0,365909.0909090909,1,0,1,1
20000.0,18.0,1969.0,190.0,5.0,3800000.0,1,0,1,0
250000.0,12.8,2494.0,102.0,7.0,599000.0,1,0,1,1
97000.0,16.96,1968.0,138.03,5.0,959166.6666666666,1,0,1,0
20000.0,22.37,2487.0,214.56,5.0,5150000.0,0,1,0,0
198000.0,18.9,998.0,67.1,5.0,88000.0,0,1,1,1
1500000.0,15.1,2179.0,140.0,7.0,781190.4285714285,1,0,1,1
60000.0,19.33,1248.0,82.0,5.0,353750.0,0,1,1,1
100000.0,19.33,1248.0,82.0,5.0,667857.1428571428,1,0,1,1
20000.0,19.33,1248.0,82.0,5.0,90625.0,0,1,1,1
50000.0,19.33,1248.0,82.0,5.0,937500.0,1,0,1,1
85000.0,19.33,1248.0,82.0,5.0,127000.0,0,1,0,1
109000.0,19.33,1248.0,82.0,5.0,416216.843373494,1,0,1,1
60000.0,19.0,998.0,66.1,5.0,191909.04545454544,0,1,1,1
60000.0,19.33,1248.0,82.0,5.0,651250.0,1,0,1,1
1000.0,19.33,1248.0,82.0,5.0,501399.92,1,0,0,1
68089.0,19.16,2494.0,157.7,5.0,1993750.0,0,1,0,0
64700.0,19.33,1248.0,82.0,5.0,52500.0,0,1,1,1
14681.0,19.33,1248.0,82.0,5.0,610400.0,1,0,0,1
47000.0,18.5,1197.0,85.8,5.0,180000.0,0,1,1,1
66000.0,24.52,1248.0,88.5,7.0,785000.0,1,0,1,1
60000.0,15.4,2179.0,120.0,7.0,951818.1818181818,1,0,1,1
40000.0,11.7,1796.0,178.0,5.0,650000.0,0,1,1,1
25000.0,24.3,1248.0,88.5,5.0,831428.5,1,0,1,1
7500.0,16.78,1995.0,190.0,5.0,5463636.363636363,1,0,0,0
120000.0,13.2,1495.0,94.0,5.0,108833.11111111112,0,1,1,1
88000.0,19.33,1248.0,82.0,5.0,430000.0,1,0,1,1
80000.0,12.55,2982.0,168.7,7.0,1400000.0,1,0,1,0
53000.0,19.33,1248.0,82.0,5.0,1175000.0,1,0,0,0
100000.0,18.5,1197.0,85.8,5.0,350000.0,0,1,1,1
47162.0,19.33,1248.0,82.0,5.0,2299736.8421052634,1,0,0,0
133564.0,19.33,1248.0,82.0,5.0,426800.0,1,0,0,1
40000.0,19.33,1248.0,82.0,5.0,1000000.0,1,0,1,1
80000.0,23.4,1248.0,74.0,5.0,557005.5166666667,1,0,1,1
32000.0,25.83,1498.0,99.0,5.0,548333.1666666666,1,0,1,1
11000.0,14.3,1598.0,103.5,5.0,628870.9677419355,0,1,0,0
90000.0,19.33,1248.0,82.0,5.0,58000.0,0,1,1,1
69779.0,22.0,1197.0,81.8,5.0,603750.0,0,1,0,0
53652.0,19.33,1248.0,82.0,5.0,875842.052631579,1,0,0,1
60000.0,17.5,1298.0,85.8,5.0,264173.8695652174,0,1,1,1
78000.0,19.33,1248.0,82.0,5.0,365000.0,0,0,1,1
90000.0,12.8,2494.0,102.0,8.0,741666.6666666666,1,0,1,1
53000.0,19.33,1248.0,82.0,5.0,305000.0,0,1,0,1
80000.0,19.33,1248.0,82.0,5.0,310833.3333333333,1,0,1,1
50000.0,28.4,1248.0,74.02,5.0,476692.3076923077,1,0,1,1
70000.0,19.33,1248.0,82.0,5.0,68142.85714285714,0,1,1,1
60000.0,19.33,1248.0,82.0,5.0,439833.3333333333,1,0,0,1
20000.0,19.33,1248.0,82.0,5.0,612500.0,1,0,1,1
70000.0,19.33,1248.0,82.0,5.0,731666.6666666666,1,0,1,1
30000.0,19.33,1248.0,82.0,5.0,613555.5555555555,0,1,1,1
156040.0,19.33,1248.0,82.0,5.0,247238.04761904763,1,0,0,1
20000.0,20.3,1199.0,83.81,5.0,593333.3333333334,0,1,1,1
5000.0,23.01,999.0,67.0,5.0,356666.6666666667,0,1,1,1
90000.0,19.33,1248.0,82.0,5.0,402499.9166666667,0,1,1,1
60000.0,19.33,1248.0,82.0,5.0,252094.2641509434,0,1,1,1
120000.0,23.59,1364.0,67.05,5.0,462499.875,1,0,1,1
28156.0,17.09,2993.0,261.4,4.0,5860000.0,1,0,0,0
120000.0,19.33,1248.0,82.0,5.0,304999.85185185185,1,0,1,1
13770.0,19.33,1248.0,82.0,5.0,192166.3333333333,1,0,1,1
20000.0,18.0,1969.0,190.0,5.0,3800000.0,1,0,1,0
80000.0,19.33,1248.0,82.0,5.0,139112.5945945946,0,1,1,1
14000.0,19.33,1248.0,82.0,5.0,321955.14925373136,0,1,0,1
158000.0,18.8,1248.0,90.0,5.0,205999.625,1,0,1,1
120000.0,16.1,1405.0,70.0,5.0,130000.0,1,0,1,1
75000.0,19.33,1248.0,82.0,5.0,814565.1739130435,1,0,0,1
70000.0,19.33,1248.0,82.0,5.0,1106785.7142857143,1,0,1,1
41123.0,19.33,1248.0,82.0,5.0,500312.5,1,0,0,1
55000.0,19.33,1248.0,82.0,5.0,225000.0,0,1,1,1
120000.0,21.03,1461.0,65.0,5.0,176750.0,1,0,1,1
180000.0,19.33,1248.0,82.0,5.0,300000.0,1,0,1,1
68000.0,19.33,1248.0,82.0,5.0,4000000.0,1,0,1,0
90000.0,19.33,1248.0,82.0,5.0,500000.0,1,0,1,1
25000.0,23.84,1199.0,84.0,5.0,400999.75,0,1,1,1
110000.0,14.1,2179.0,147.94,7.0,564175.0,1,0,1,1
35000.0,19.33,1248.0,82.0,5.0,400000.0,1,0,1,1
66000.0,19.33,1248.0,82.0,5.0,145000.0,0,1,1,0
100000.0,16.1,796.0,37.0,4.0,52125.0,0,1,1,1
70000.0,15.96,2523.0,62.1,7.0,452500.0,1,0,1,1
105000.0,19.33,1248.0,82.0,5.0,434377.9878048781,1,0,0,1
24000.0,19.33,1248.0,82.0,5.0,639823.5294117647,0,1,1,1
40906.0,21.66,1498.0,108.62,5.0,599500.0,1,0,0,1
71000.0,18.49,1493.0,100.0,7.0,652130.3478260869,1,0,1,1
70000.0,28.09,1248.0,88.5,5.0,813332.6666666666,1,0,0,1
150000.0,19.33,1248.0,82.0,5.0,184399.9,1,0,1,1
45000.0,19.33,1999.0,177.0,5.0,3200000.0,1,0,0,0
125000.0,23.59,1364.0,67.05,5.0,438439.84,1,0,1,1
25000.0,25.1,1248.0,88.5,5.0,890000.0,1,0,1,1
7000.0,14.53,1794.0,138.1,5.0,757142.8571428572,0,1,0,0
11500.0,15.26,1798.0,187.74,5.0,6223000.0,0,1,0,0
32000.0,24.3,1248.0,88.5,5.0,831428.5,1,0,0,1
20000.0,18.0,1969.0,190.0,5.0,3800000.0,1,0,1,0
70000.0,16.0,2179.0,140.0,7.0,1216038.423076923,1,0,1,1
46507.0,19.33,1248.0,82.0,5.0,557005.5166666667,1,0,0,1
40000.0,19.33,1248.0,82.0,5.0,1002399.8,1,0,1,0
100000.0,20.0,1399.0,68.0,5.0,214666.61904761905,1,0,1,1
162000.0,12.8,2494.0,102.0,7.0,611250.0,1,0,1,1
70000.0,18.49,1493.0,100.0,7.0,775000.0,1,0,1,1
78771.0,19.33,1248.0,82.0,5.0,199000.0,1,0,0,1
49000.0,19.33,1248.0,82.0,5.0,770000.0,1,0,0,1
9000.0,13.6,1999.0,177.0,5.0,2675166.6666666665,1,0,0,0
173000.0,16.0,2179.0,140.0,7.0,709523.8095238095,1,0,1,1
70000.0,19.0,1248.0,90.0,5.0,250000.0,1,0,1,1
70000.0,13.44,2359.0,198.25,5.0,525000.0,0,1,1,1
30000.0,19.33,1248.0,82.0,5.0,321285.5714285714,0,1,1,1
70000.0,25.5,1498.0,98.6,5.0,725000.0,1,0,1,1
60000.0,19.33,1248.0,82.0,5.0,462500.0,0,1,1,0
60000.0,25.8,1498.0,98.6,5.0,501999.8,1,0,1,1
20000.0,19.33,1248.0,82.0,5.0,252094.2641509434,0,1,1,1
100000.0,19.33,1248.0,82.0,5.0,115999.0,1,0,1,1
67303.0,20.45,1461.0,83.8,5.0,600000.0,1,0,0,1
26300.0,23.84,1199.0,84.0,5.0,560000.0,0,1,1,1
80000.0,21.12,1248.0,88.8,5.0,164000.0,1,0,1,1
39000.0,19.7,796.0,46.3,5.0,115300.13698630135,0,1,1,1
80000.0,19.33,1248.0,82.0,5.0,524049.95,1,0,1,1
93000.0,17.0,1197.0,80.0,5.0,313214.28571428574,0,1,1,1
191000.0,17.92,1086.0,62.1,5.0,183666.64444444445,0,1,1,1
10000.0,19.33,1248.0,82.0,5.0,510000.0,0,1,1,1
100000.0,19.1,1197.0,85.8,5.0,472658.4390243903,0,1,1,1
20000.0,24.7,796.0,47.3,5.0,247941.93129770996,0,1,1,1
93000.0,21.9,1396.0,90.0,5.0,364375.0,1,0,1,1
14000.0,16.5,1493.0,70.0,7.0,733888.8888888889,1,0,1,1
9000.0,24.3,1248.0,88.5,5.0,841066.6666666666,1,0,1,1
10000.0,19.33,1248.0,82.0,5.0,730000.0,0,1,1,0
25538.0,16.78,1496.0,88.73,5.0,575322.5806451613,0,1,0,1
120000.0,15.96,2523.0,62.1,7.0,525740.7407407408,1,0,1,1
106000.0,22.32,1582.0,126.32,5.0,486238.0,1,0,1,1
50000.0,15.64,1193.0,64.08,5.0,140333.33333333334,0,1,1,1
49957.0,25.83,1498.0,99.0,5.0,614692.3076923077,1,0,0,1
80000.0,20.36,1197.0,78.9,5.0,253814.8148148148,0,1,1,1
18000.0,19.62,1998.0,190.0,5.0,1762142.857142857,1,0,0,0
70000.0,19.33,1248.0,82.0,5.0,599500.0,1,0,1,1
40000.0,17.4,1497.0,117.3,5.0,802299.9,0,1,1,1
69779.0,22.0,1197.0,81.8,5.0,603750.0,0,1,0,0
15000.0,19.33,1248.0,82.0,5.0,1072499.75,1,0,1,1
108000.0,16.0,2179.0,140.0,7.0,781190.4285714285,1,0,0,1
100000.0,25.8,1498.0,98.6,5.0,522249.85,1,0,1,1
43000.0,22.54,1396.0,88.76,5.0,837000.0,1,0,1,1
120000.0,15.37,1196.0,73.0,5.0,326930.9655172414,0,1,1,1
77000.0,19.33,1248.0,82.0,5.0,270000.0,1,0,1,1
110000.0,21.64,1461.0,84.8,5.0,530000.0,1,0,1,1
80000.0,19.33,1248.0,82.0,5.0,228000.0,0,1,1,1
34823.0,19.33,1248.0,82.0,5.0,320076.92307692306,0,1,0,1
67000.0,19.33,1248.0,82.0,5.0,595290.1935483871,1,0,1,1
13663.0,22.69,1995.0,190.0,5.0,3200000.0,1,0,0,0
80000.0,12.99,2494.0,100.6,8.0,875842.052631579,1,0,1,1
80000.0,28.09,1248.0,88.5,5.0,813332.6666666666,1,0,1,1
66444.0,26.2,998.0,58.2,5.0,225166.66666666663,0,0,1,1
35000.0,18.6,1197.0,81.83,5.0,519333.3333333333,0,1,1,1
80000.0,19.33,1248.0,82.0,5.0,310833.3333333333,1,0,1,1
32000.0,25.1,1248.0,88.5,5.0,838571.4285714285,1,0,0,1
90000.0,19.33,1248.0,82.0,5.0,557005.5166666667,1,0,1,1
13000.0,17.19,1197.0,81.86,5.0,571666.6666666666,0,1,1,1
22000.0,19.33,1248.0,82.0,5.0,3100000.0,0,1,1,0
60000.0,19.33,1248.0,82.0,5.0,183666.64444444445,0,1,1,1
85700.0,17.0,1405.0,70.0,5.0,126186.88235294116,1,0,1,1
10980.0,19.33,1248.0,82.0,5.0,7.516,0,1,0,1
75000.0,19.33,1248.0,82.0,5.0,604333.3333333334,1,0,1,1
70000.0,27.39,1248.0,74.0,5.0,731666.6666666666,1,0,1,1
2000.0,16.8,1984.0,150.0,5.0,2475000.0,1,0,0,0
80000.0,13.6,2523.0,63.0,7.0,241923.0769230769,1,0,1,1
21000.0,12.83,1999.0,148.31,7.0,4500000.0,1,0,0,0
30000.0,24.0,1186.0,73.97,5.0,470483.87096774194,1,0,1,1
90000.0,19.7,796.0,46.3,5.0,117944.44444444444,0,1,1,1
30000.0,19.33,1248.0,82.0,5.0,4950000.0,1,0,0,0
35000.0,22.74,796.0,47.3,5.0,247941.93129770996,0,1,1,1
60000.0,19.33,1248.0,82.0,5.0,557005.5166666667,1,0,1,1
129000.0,12.8,2494.0,102.0,8.0,507500.0,1,0,1,1
62000.0,24.4,1120.0,71.0,5.0,397624.75,1,0,1,1
17000.0,19.7,796.0,46.3,5.0,115300.13698630135,0,1,1,1
70000.0,19.33,1248.0,82.0,5.0,210000.0,0,1,1,1
100000.0,19.7,796.0,46.3,5.0,115300.13698630135,0,1,1,1
188000.0,14.0,2179.0,120.0,8.0,250000.0,1,0,1,1
45000.0,19.33,1248.0,82.0,5.0,341250.0,0,1,1,1
35000.0,15.96,2523.0,62.1,7.0,573000.0,1,0,1,1
162000.0,13.6,2523.0,63.0,8.0,274999.8,1,0,1,1
125000.0,19.33,1248.0,82.0,5.0,416216.843373494,1,0,1,1
100000.0,16.8,1497.0,116.3,5.0,510000.0,0,1,1,1
15000.0,24.7,796.0,47.3,5.0,247941.93129770996,0,1,1,1
40000.0,19.33,1248.0,82.0,5.0,208333.20512820515,0,1,1,1
100000.0,21.27,1396.0,88.76,5.0,500961.5,1,0,1,1
64484.0,19.33,1248.0,82.0,5.0,519333.3333333333,0,1,0,1
120000.0,25.2,1248.0,74.0,5.0,553315.6842105263,1,0,1,1
19890.0,19.33,1248.0,82.0,5.0,549888.8888888889,0,1,0,0
10000.0,25.17,799.0,53.3,5.0,310260.8695652174,0,1,1,1
23000.0,17.9,2143.0,136.0,5.0,2500000.0,1,0,0,0
50000.0,15.96,2523.0,62.1,7.0,534333.2222222222,1,0,1,1
50000.0,21.66,1498.0,108.62,5.0,599500.0,1,0,1,1
50000.0,24.7,796.0,47.3,5.0,302200.0,0,1,1,1
30000.0,19.09,1396.0,69.0,5.0,136000.0,1,0,1,1
70000.0,19.33,1248.0,82.0,5.0,310260.8695652174,0,1,1,1
99000.0,15.5,1586.0,103.3,5.0,247368.4210526316,0,1,1,1
58343.0,21.79,998.0,67.05,5.0,167767.12328767125,0,1,0,1
60000.0,20.36,1197.0,78.9,5.0,253814.8148148148,0,1,0,1
24265.0,18.7,1199.0,88.7,5.0,599249.75,0,1,0,1
15000.0,24.7,796.0,47.3,5.0,238888.88888888888,0,1,1,1
80000.0,19.33,1248.0,82.0,5.0,90000.0,0,0,1,1
4000.0,19.33,1248.0,82.0,5.0,640000.0,0,1,1,0
185000.0,19.33,1248.0,82.0,5.0,500000.0,1,0,1,1
70000.0,16.0,995.0,63.0,5.0,101381.75,0,1,1,1
27000.0,17.05,1995.0,184.0,5.0,2850000.0,1,0,0,0
77000.0,28.4,1248.0,74.0,5.0,416216.843373494,1,0,0,1
10000.0,19.33,1248.0,82.0,5.0,425000.0,0,1,1,0
5000.0,13.38,2993.0,265.0,7.0,7200000.0,1,0,1,0
90000.0,19.33,1248.0,82.0,5.0,200000.0,1,0,1,1
100000.0,20.0,1399.0,68.0,5.0,214666.61904761905,1,0,1,1
60000.0,15.4,1997.0,120.0,7.0,825000.0,1,0,1,1
110000.0,14.1,2179.0,147.94,7.0,564175.0,1,0,1,1
120000.0,19.33,1248.0,82.0,5.0,125625.0,1,0,1,1
30154.0,25.2,1248.0,74.0,5.0,434377.9878048781,1,0,1,1
105000.0,17.8,1248.0,75.0,5.0,257879.96,1,0,1,1
33033.0,19.4,1198.0,86.8,5.0,338333.3333333333,0,1,0,1
15000.0,18.6,1199.0,76.8,5.0,167636.36363636365,0,1,1,1
45000.0,19.33,1999.0,177.0,5.0,3200000.0,1,0,0,0
120000.0,12.55,2982.0,168.5,7.0,1648500.0,1,0,1,1
88600.0,19.33,1248.0,82.0,5.0,290000.0,0,0,1,1
120000.0,12.8,2494.0,102.0,7.0,510749.75,1,0,1,1
70000.0,13.45,1086.0,62.1,5.0,240333.0,0,0,1,1
55000.0,19.33,1248.0,82.0,5.0,303333.3333333333,0,1,1,1
90000.0,19.7,796.0,46.3,5.0,139112.5945945946,0,1,1,1
26000.0,23.0,1498.0,98.96,5.0,869333.3333333334,1,0,0,1
90000.0,23.59,1364.0,67.05,5.0,702000.0,1,0,1,1
77000.0,17.92,1086.0,62.1,5.0,183666.64444444445,0,1,1,1
300000.0,12.05,2179.0,120.0,8.0,555250.0,1,0,1,1
157000.0,22.32,1582.0,126.3,5.0,431071.3571428572,1,0,1,1
46815.0,22.1,1248.0,76.9,5.0,306666.6666666667,1,0,1,1
80000.0,15.96,2523.0,62.1,7.0,525740.7407407408,1,0,1,1
35000.0,27.28,1047.0,69.0,5.0,440000.0,1,0,1,1
120000.0,19.33,1248.0,82.0,5.0,267203.078125,1,0,1,1
70000.0,19.81,1086.0,68.05,5.0,195999.92857142855,0,1,1,1
100000.0,19.33,1248.0,82.0,5.0,313333.3333333333,1,0,1,1
120000.0,19.33,1248.0,82.0,5.0,74879.29310344828,0,1,1,1
14000.0,19.33,1248.0,82.0,5.0,247941.93129770996,0,1,1,1
52000.0,19.09,1405.0,69.01,5.0,307200.0,1,0,1,1
135000.0,19.33,1248.0,82.0,5.0,1125000.0,1,0,1,0
25000.0,15.85,1499.0,110.4,5.0,732500.0,0,1,1,1
70000.0,19.0,998.0,66.1,5.0,191909.04545454544,0,1,1,1
100000.0,22.32,1582.0,126.32,5.0,412500.0,1,0,1,1
175900.0,19.33,1248.0,82.0,5.0,1835000.0,1,0,0,0
5000.0,19.33,1248.0,82.0,5.0,528624.9583333334,0,1,1,1
79000.0,20.6,1968.0,141.0,5.0,1000000.0,1,0,1,1
50000.0,17.88,1396.0,52.8,5.0,117499.75,1,0,1,1
92198.0,19.33,1248.0,82.0,5.0,340999.8,0,1,0,1
68089.0,19.16,2494.0,157.7,5.0,1993750.0,0,1,0,0
79328.0,12.99,2494.0,100.6,7.0,823999.9555555555,1,0,0,1
66782.0,19.33,1248.0,82.0,5.0,115300.13698630135,0,1,1,1
120000.0,20.0,1399.0,68.0,5.0,247238.04761904763,1,0,1,1
5000.0,19.33,1248.0,82.0,5.0,485157.8947368421,0,1,1,1
90000.0,19.33,1248.0,82.0,5.0,296000.0,1,0,1,1
40736.0,16.95,1197.0,78.9,5.0,272600.0,0,1,0,0
10000.0,19.33,1248.0,82.0,5.0,300263.1052631579,0,1,1,1
120000.0,19.33,1248.0,82.0,5.0,434377.9878048781,1,0,1,1
21000.0,25.17,799.0,53.3,5.0,310260.8695652174,0,1,1,1
35000.0,16.02,1373.0,93.7,7.0,591750.0,0,1,1,1
79328.0,12.99,2494.0,100.6,7.0,823999.9555555555,1,0,0,1
120000.0,12.05,2179.0,120.0,8.0,570000.0,1,0,1,1
100000.0,19.81,1086.0,68.05,5.0,195999.92857142855,0,1,1,1
43000.0,15.4,1497.0,117.3,7.0,700000.0,0,1,0,1
58000.0,19.33,1248.0,82.0,5.0,785000.0,1,0,0,1
99500.0,11.5,1991.0,147.9,7.0,385000.0,1,0,1,1
52442.0,18.5,1198.0,86.8,5.0,406571.4285714286,0,1,0,1
72000.0,19.33,1248.0,82.0,5.0,7.183125,0,1,0,1
52600.0,19.33,1248.0,82.0,5.0,834864.8108108108,1,0,1,1
20000.0,19.33,1248.0,82.0,5.0,433000.0,1,0,0,1
70000.0,19.33,1248.0,82.0,5.0,472222.2222222223,1,0,1,0
70000.0,18.9,998.0,67.1,5.0,191317.55,0,1,1,1
90000.0,20.45,1461.0,83.8,5.0,516199.9,1,0,1,1
30000.0,19.33,1248.0,82.0,5.0,321955.14925373136,0,1,1,1
110000.0,19.33,1248.0,82.0,5.0,342500.0,0,1,1,1
25000.0,19.33,1248.0,82.0,5.0,120000.0,0,1,1,1
78413.0,19.33,1248.0,82.0,5.0,550000.0,1,0,0,1
120000.0,21.04,1461.0,83.8,7.0,675000.0,1,0,1,1
70000.0,22.32,1582.0,126.32,5.0,524049.95,1,0,1,1
35000.0,17.57,1193.0,88.7,5.0,316333.3333333333,0,1,1,1
50000.0,19.33,1248.0,82.0,5.0,35000.0,0,1,1,1
121941.0,12.8,2494.0,102.0,8.0,500000.0,1,0,0,1
48000.0,19.33,1248.0,82.0,5.0,297499.9166666667,0,1,0,1
120000.0,23.59,1364.0,67.04,5.0,438439.84,1,0,1,1
79000.0,19.33,1248.0,82.0,5.0,72733.33333333333,0,1,1,1
40000.0,17.92,1086.0,62.1,5.0,183666.64444444445,0,1,1,1
64500.0,18.9,998.0,67.1,5.0,269375.0,0,1,1,1
70000.0,27.39,1248.0,74.0,5.0,684285.7142857143,1,0,1,1
80000.0,15.5,1586.0,103.3,5.0,247368.4210526316,0,1,1,1
77000.0,19.33,1248.0,82.0,5.0,76090.90909090909,1,0,1,1
48000.0,9.0,1984.0,181.0,5.0,2225000.0,1,0,0,0
30000.0,19.33,1248.0,82.0,5.0,466199.6,0,1,1,1
120000.0,13.6,2523.0,63.0,7.0,267500.0,1,0,1,1
25000.0,21.21,1197.0,81.8,5.0,638750.0,0,1,1,1
100000.0,13.6,2523.0,63.0,7.0,450000.0,1,0,1,1
101000.0,19.33,1248.0,82.0,5.0,557005.5166666667,1,0,0,1
100000.0,19.33,1248.0,82.0,5.0,438439.84,1,0,1,1
80000.0,18.9,998.0,67.1,5.0,185599.9,0,1,1,1
70000.0,19.33,1248.0,82.0,5.0,287000.0,1,0,1,1
120000.0,20.92,998.0,67.1,5.0,208333.20512820515,0,1,1,1
25000.0,19.33,1248.0,82.0,5.0,770000.0,1,0,0,1
11800.0,19.33,1248.0,82.0,5.0,0.5566666666666666,0,1,1,1
15000.0,19.33,1248.0,82.0,5.0,280000.0,1,0,1,1
200000.0,13.6,2523.0,63.0,7.0,350000.0,1,0,1,1
45000.0,19.33,1248.0,82.0,5.0,247941.93129770996,0,1,1,1
79800.0,19.33,1248.0,82.0,5.0,869333.3333333334,1,0,0,1
55000.0,20.36,1197.0,78.9,5.0,225065.0,0,1,1,1
25000.0,19.33,1248.0,82.0,5.0,601538.4615384615,1,0,1,1
40000.0,20.3,1199.0,84.0,5.0,511599.8,0,1,1,1
70000.0,19.33,1248.0,82.0,5.0,139112.5945945946,0,1,1,1
27000.0,24.7,796.0,47.3,5.0,247941.93129770996,0,1,1,1
49900.0,16.3,1797.0,147.5,5.0,805000.0,0,1,0,1
90000.0,23.01,999.0,67.0,5.0,220000.0,0,1,1,1
100000.0,15.26,2143.0,203.2,5.0,2600000.0,1,0,1,0
52000.0,22.0,1197.0,81.8,5.0,549285.7142857143,0,1,0,1
42000.0,19.33,1248.0,82.0,5.0,252094.2641509434,0,1,1,1
12584.0,16.55,2498.0,105.0,6.0,848846.1538461539,1,0,0,1
74000.0,19.67,1582.0,126.2,5.0,1053882.3529411764,1,0,1,1
17000.0,24.3,1248.0,88.5,5.0,841066.6666666666,1,0,0,1
40000.0,19.33,1248.0,82.0,5.0,296250.0,0,1,1,1
99000.0,21.66,1498.0,103.52,5.0,708750.0,1,0,0,0
90000.0,22.9,1248.0,74.0,5.0,468749.8333333333,1,0,1,1
100000.0,19.33,1248.0,82.0,5.0,416216.843373494,1,0,0,1
80000.0,21.1,814.0,55.2,5.0,197571.42857142855,0,1,1,1
80000.0,19.33,1248.0,82.0,5.0,128750.0,0,1,1,1
70000.0,19.33,1248.0,82.0,5.0,522000.0,0,1,1,1
80000.0,23.0,1498.0,98.96,5.0,875000.0,1,0,1,1
44500.0,19.33,1248.0,82.0,5.0,850000.0,0,1,1,0
25000.0,21.4,1197.0,83.1,5.0,820000.0,0,1,1,0
70000.0,26.59,1248.0,74.0,5.0,557005.5166666667,1,0,1,1
100000.0,22.9,1248.0,74.0,5.0,416216.843373494,1,0,1,1
48600.0,19.33,1248.0,82.0,5.0,647000.0,0,1,0,1
90000.0,19.7,796.0,46.3,5.0,138672.66666666666,0,1,1,1
100000.0,16.0,1061.0,64.0,5.0,100000.0,0,1,1,0
150000.0,19.33,1248.0,82.0,5.0,337935.48387096776,1,0,1,1
8500.0,16.78,1995.0,190.0,5.0,5463636.363636363,1,0,0,0
60000.0,19.33,1248.0,82.0,5.0,606666.6666666666,1,0,1,1
120000.0,12.8,2494.0,102.0,8.0,741666.6666666666,1,0,1,1
120000.0,19.33,1248.0,82.0,5.0,444444.3333333333,0,1,1,1
49000.0,19.33,1248.0,82.0,5.0,0.2,0,1,1,1
4000.0,18.6,1197.0,81.86,5.0,672333.3333333334,0,1,1,1
72000.0,22.54,1396.0,88.73,5.0,577500.0,1,0,1,1
50000.0,24.3,1248.0,88.5,5.0,724117.6470588235,1,0,1,1
10500.0,25.6,1498.0,97.9,5.0,1073714.2857142857,1,0,1,1
15000.0,19.33,1248.0,82.0,5.0,271000.0,0,1,1,1
5000.0,20.89,1197.0,81.8,5.0,600000.0,0,1,1,0
120000.0,15.96,2523.0,62.1,7.0,525740.7407407408,1,0,1,1
20000.0,20.85,1197.0,83.14,5.0,472658.4390243903,0,1,1,1
48000.0,17.9,2143.0,136.0,5.0,2500000.0,1,0,1,0
58632.0,14.0,796.0,35.0,5.0,182285.42857142855,0,1,0,1
140000.0,25.1,1498.0,98.6,5.0,667058.7647058824,1,0,1,1
